,avgcpu,labelsavgcpu,avgmem,labelsavgmem
0,-0.20766458,0.6592165524122482,0.23396313,0.6452291195605414
1,-0.17729443,0.6337693488772796,0.20832382,0.6586733187955768
2,-0.15639853,0.6397133328742848,0.2100601,0.6422695324951049
3,-0.13424426,0.636257176471585,0.21561515,0.671345659026141
4,-0.108702295,0.6454713922885271,0.23449644,0.6692944781918877
5,-0.096826226,0.6325807206604797,0.26661912,0.6400466443573556
6,-0.0829252,0.661596426121237,0.28097418,0.6491513165656233
7,-0.08441949,0.6450189919302667,0.29631704,0.6453498644191592
8,-0.08309467,0.6376723319058699,0.3017983,0.6559656008972329
9,-0.08634351,0.696810550396939,0.32089663,0.687503020031735
10,-0.08674978,0.6560582369959245,0.33681846,0.6184867547398174
11,-0.08307774,0.6391914124418454,0.34882718,0.587739179079431
12,-0.07777701,0.6956773982899532,0.35668823,0.6394848057699062
13,-0.078585036,0.6544713395482549,0.36065355,0.6127793944235709
14,-0.07907523,0.6475908362915478,0.35800636,0.5598534743017183
15,-0.085265286,0.5765640770140911,0.35755426,0.583590624779481
16,-0.08443526,0.6226253088493139,0.3495972,0.6523014159918165
17,-0.08977514,0.5792155748646989,0.3499546,0.6536946763566018
18,-0.08746219,0.5569248590363145,0.3394576,0.7141393881159557
19,-0.088556916,0.526794035548228,0.3393567,0.6667643591619186
20,-0.08671625,0.5685100797110524,0.32810614,0.7623352906466198
21,-0.08766575,0.5638448960033382,0.3294528,0.7595595186429361
22,-0.08700578,0.5721146648530642,0.3260407,0.7751956427828087
23,-0.08586602,0.6317254573588837,0.32947713,0.7296259320732998
24,-0.08382252,0.6623204152522985,0.32775894,0.6873822647633522
25,-0.08377672,0.6562039490502459,0.32874647,0.6496457213172514
26,-0.083233096,0.6551194281773098,0.33089784,0.6941769750919969
27,-0.086002804,0.6959667051662144,0.33855456,0.741948161593237
28,-0.08879031,0.6208739081577712,0.3443955,0.6547261725834521
29,-0.08939554,0.5514698470180217,0.35445845,0.5977216190234678
30,-0.092292204,0.5701937952951146,0.3670101,0.6053628669942965
31,-0.090880685,0.6071715133776248,0.3721895,0.6595545250282103
32,-0.09164664,0.6220880329078834,0.38127705,0.6686164596267486
33,-0.0913994,0.5403656056149085,0.38286704,0.5096234123195087
34,-0.08995892,0.5424445449729722,0.38361502,0.44842178156268686
35,-0.096129164,0.5656932914026449,0.38393855,0.5082776428966729
36,-0.097513475,0.592604644546929,0.38029674,0.5932288959007083
37,-0.09563328,0.5955129582446254,0.3805551,0.6339781108472935
38,-0.09933295,0.6300585330785303,0.37356266,0.6990153361300276
39,-0.10063894,0.6337815541510711,0.36536738,0.6820276576362585
40,-0.100120425,0.6215993777112878,0.3687246,0.7122847540082615
41,-0.10087392,0.6468907103309546,0.37002465,0.7247379280220086
42,-0.09726344,0.6062335204754791,0.36365727,0.7239837638304412
43,-0.09554458,0.5732341560541339,0.35914543,0.7024321252595968
44,-0.09640533,0.5781820855151311,0.35108805,0.7124754640419626
45,-0.097480744,0.6507376376235224,0.34874615,0.7564747928161221
46,-0.094638616,0.5615579131442879,0.3460231,0.7419717186383419
47,-0.09640944,0.5701339092669234,0.34591243,0.7433948748152603
48,-0.09371866,0.5588878929516609,0.34006238,0.7118424064020853
49,-0.094651595,0.5679412477070311,0.34980592,0.7137046475897489
50,-0.09374568,0.5907796648703172,0.35167754,0.7251622610555828
51,-0.092697665,0.5042249110157088,0.35737494,0.7136907333499349
52,-0.09456187,0.521682888020061,0.36260512,0.6920190260030677
53,-0.09299313,0.5913418008139592,0.36762264,0.7260392901338898
54,-0.087927476,0.5837887134188957,0.366059,0.7170374501946439
55,-0.091878876,0.5847054033999992,0.36139658,0.6944258532695563
56,-0.09393315,0.7451728705147159,0.3521363,0.7111620436518558
57,-0.09541404,0.7884745531317839,0.35506275,0.7997847329178995
58,-0.0925881,0.7436494202879513,0.34627768,0.7883285370043742
59,-0.09476404,0.7386521718766306,0.34179878,0.7796640437770779
60,-0.09492632,0.7320156336367801,0.33757088,0.7635805881542609
61,-0.09966051,0.7395025175587618,0.35156316,0.7723675261496918
62,-0.095501,0.700038343590631,0.35578948,0.7838129323595417
63,-0.09189606,0.7084238124893134,0.3612463,0.7853061945685912
64,-0.089784175,0.7353444624522585,0.35354322,0.8224161273380197
65,-0.088975474,0.7604875867942886,0.35703802,0.8256885255085649
66,-0.0931769,0.7730861998640415,0.36224025,0.8545130762353814
67,-0.093496986,0.7619284929144934,0.35878977,0.8459558351189207
68,-0.09305379,0.7397234500153215,0.35809886,0.8261120749973361
69,-0.093139425,0.7288791277761799,0.35272366,0.8111554184076841
70,-0.09232324,0.7094106705958492,0.34831196,0.7472717613521787
71,-0.091134675,0.711805809335401,0.3428688,0.7449463223724363
72,-0.09312643,0.7009934434571593,0.33810133,0.7457539973925762
73,-0.09491768,0.7256973664511884,0.33626467,0.7634330873163685
74,-0.09140242,0.7095327146679805,0.336605,0.7605342308906835
75,-0.09255956,0.7149447932169885,0.33977303,0.7738450345477538
76,-0.0884392,0.7060185233772467,0.33171973,0.7754387810765141
77,-0.089368075,0.7250364985122214,0.3382877,0.7731455035720141
78,-0.084658295,0.7339135778562114,0.3294506,0.7851213616314596
79,-0.088391475,0.7271302591402674,0.3319777,0.7655708079204809
80,-0.08841236,0.7202780682791032,0.32449675,0.7851678933415331
81,-0.09114422,0.7325713951046725,0.33490923,0.7804985584906409
82,-0.089557655,0.7312248265475833,0.33335534,0.7707477132587575
83,-0.08604717,0.7427421455519156,0.3320303,0.7668996316703068
84,-0.08491023,0.7623910670793558,0.32674235,0.7837375004943226
85,-0.080651015,0.7618371821840022,0.3155751,0.7997536189304798
86,-0.08870278,0.7696311519969663,0.30404642,0.7990031418493619
87,-0.1052075,0.7566726167406904,0.28683987,0.8008150104353362
88,-0.11191395,0.757829160200729,0.27194104,0.8064962390676613
89,-0.10560864,0.7492919286337231,0.25823447,0.8032330906383258
90,-0.10259506,0.7240645957606846,0.24410298,0.8102382168970065
91,-0.10416515,0.7428763891561109,0.2313037,0.8151326901771287
92,-0.092813656,0.7482346694000059,0.2197724,0.8070086091444197
93,-0.081022866,0.7160942422163504,0.21713614,0.7998009413105074
94,-0.072980866,0.7221464234844618,0.21932751,0.7689956894540705
95,-0.0680581,0.744846667949585,0.21705988,0.7609324764991006
96,-0.061463,0.7405181885648858,0.22753315,0.7821947651020063
97,-0.06251425,0.7405796604567033,0.24337485,0.791458746988043
98,-0.054872192,0.7205717868164313,0.24769478,0.7894513949687342
99,-0.059809595,0.7073835393207792,0.2518172,0.7603457793222841
100,-0.0744874,0.7153000733797916,0.24358025,0.7705194593261149
101,-0.07805852,0.7337885121807624,0.24212277,0.7774450614057605
102,-0.076389104,0.7146045409885762,0.23995505,0.761960793125247
103,-0.07417497,0.7326805747498591,0.23595455,0.7546851625085518
104,-0.06744234,0.7393115598089417,0.22319385,0.7648421625736614
105,-0.06722917,0.7518566176328498,0.2221915,0.7794663588178709
106,-0.0683082,0.7457175332351361,0.2146966,0.7780968428703707
107,-0.06736064,0.7427676550129821,0.21105179,0.7870948638966007
108,-0.062351957,0.7602846906871742,0.2070798,0.791312090209675
109,-0.05843845,0.7525939081127323,0.21087888,0.7955460779701313
110,-0.052200075,0.704185844706014,0.20304914,0.7829592385165678
111,-0.097784504,0.7087210004433848,0.20190895,0.7809635930670549
112,-0.17472884,0.7237907454283165,0.2662218,0.7822471703260929
113,-0.25643256,0.7241484946405756,0.29442775,0.7917840069502307
114,-0.30482918,0.6983538690952719,0.28533614,0.7826787896734658
115,-0.32067853,0.718000363317292,0.27719122,0.7905720845259081
116,-0.33748114,0.7491130581764358,0.29385385,0.8093784464060512
117,-0.3529997,0.7916289243091771,0.32543716,0.8197276834523881
118,-0.3702211,0.7473901877824869,0.33750522,0.7851686484257139
119,-0.35618827,0.7264531084608526,0.33092347,0.7503663102821974
120,-0.3517075,0.7299599517497736,0.3327443,0.7593021911825688
121,-0.36497438,0.7251047804270725,0.3460651,0.732774752834908
122,-0.35581955,0.7359834696148635,0.3303556,0.7489602957217073
123,-0.3383227,0.7307107591605889,0.3095234,0.7355895018082221
124,-0.31755888,0.7231934816374428,0.30689546,0.736830426232618
125,-0.30906364,0.7210068289426279,0.32198355,0.7480389828253566
126,-0.32293484,0.7166387652849108,0.34518772,0.7476720456471859
127,-0.29762626,0.7042234794406478,0.32050553,0.7599265181779719
128,-0.268714,0.7169419086772171,0.29629743,0.7366197610349805
129,-0.2966905,0.7428432010685839,0.34102222,0.7230017417315557
130,-0.2891879,0.7215009426199455,0.34020263,0.7255028074065892
131,-0.25955302,0.7327746710905705,0.3011497,0.7106745816771757
132,-0.2542576,0.7185058842852151,0.2986867,0.6866160039754203
133,-0.23529916,0.7304658725366112,0.2924686,0.7193666578189368
134,-0.21220458,0.6970975675210579,0.27569926,0.7154807442080788
135,-0.21804222,0.7151614685402513,0.28003743,0.7173126203374621
136,-0.21252868,0.7278743731811904,0.2842839,0.744077944508267
137,-0.20760328,0.744017718599547,0.26793858,0.7539010011249794
138,-0.20768149,0.7279081945198758,0.27249002,0.7373469721011812
139,-0.18191382,0.7083418583856542,0.24145602,0.7308411276081868
140,-0.18402506,0.7060954093865163,0.23418419,0.731644799289835
141,-0.19439012,0.6720691306593757,0.25118065,0.7192193976483138
142,-0.1934678,0.6386193841831713,0.25152746,0.7284466708330098
143,-0.18199478,0.6369467724976263,0.23183109,0.7241447885218811
144,-0.17929524,0.6657871513133065,0.22514832,0.7199863416585144
145,-0.17690814,0.6579878764222723,0.22702801,0.7077385910359338
146,-0.163351,0.632033345778747,0.21636358,0.7100254592486128
147,-0.15311939,0.6512302947845328,0.20201567,0.7154012400673829
148,-0.13562112,0.6989558078279009,0.18985616,0.720872261553623
149,-0.115155846,0.6769505702089033,0.1820891,0.7235256047835057
150,-0.1115596,0.6811669027185041,0.19105007,0.7344530349644878
151,-0.1385562,0.7140106201422693,0.21573329,0.7554720743887682
152,-0.15957235,0.7115939969243473,0.22385816,0.7589654617570998
